F1-Score (Macro),F1-Score (Micro),Precision (Macro),Recall (Macro),Accuracy,Training Time (seconds)
<<<<<<< HEAD
0.8874000050924706,0.8968917191420861,0.8971188142568786,0.8792988294832006,0.8968917191420861,1.787602186203003
=======
0.9109518173882466,0.9167179584299986,0.9178681305392227,0.904877672817347,0.9167179584299986,0.6087908744812012
>>>>>>> ac710c6ddfc408571b08345e2c7d0d1927e87599
